2	student_10950678
26	student_18813
92	student_12869333
41	student_11654911
31	student_866386
8	student_2587116
21	student_2496197
65	student_7259106
43	student_12068675
73	student_15003567
41	student_13897242
13	student_1890115
72	student_14472677
55	student_12723641
9	student_4476774
8	student_12830878
0	student_7198766
61	student_5611096
19	student_10178915
93	student_3329282
46	student_74226
40	student_4015570
12	student_9065644
25	student_1167551
37	student_6409966
21	student_15475359
4	student_2784142
35	student_7073208
57	student_12644328
34	student_12888395
47	student_13105669
3	student_8577097
27	student_8542971
72	student_15763954
65	student_10640330
81	student_2929885
32	student_2106618
46	student_15050079
89	student_8218257
74	student_8026135
34	student_811507
56	student_12763082
42	student_305753
29	student_788386
27	student_15924955
40	student_7672629
42	student_7388644
78	student_11723167
50	student_11006544
27	student_7134058
56	student_7617871
27	student_7273651
72	student_9020034
56	student_4103580
90	student_14851267
33	student_11247283
73	student_1980980
53	student_6110624
29	student_3576145
47	student_806902
69	student_11542247
15	student_8317646
86	student_8094179
86	student_1434941
86	student_1435166
19	student_5199489
45	student_11745878
85	student_14149193
30	student_9105348
88	student_3344943
84	student_2500270
75	student_11842305
89	student_2596786
72	student_1662766
14	student_902250
58	student_6717766
30	student_14230613
59	student_8776206
10	student_15259646
77	student_8729950
32	student_289909
51	student_6420372
3	student_13188199
47	student_5994241
53	student_6527513
90	student_7715169
70	student_11859680
7	student_3198219
42	student_3012751
59	student_9989158
67	student_11524283
54	student_11305415
50	student_13233040
43	student_5994891
53	student_14079315
51	student_14267868
33	student_13136265
12	student_1194916
42	student_9608741
39	student_4062175
81	student_13550332
76	student_1203224
35	student_11791110
61	student_8484477
56	student_6313229
48	student_12209367
16	student_15512696
14	student_13587275
40	student_7940385
80	student_5811326
80	student_15154718
50	student_8195125
25	student_7643049
55	student_9081937
16	student_5089111
59	student_759175
93	student_13217797
28	student_11337180
67	student_1044463
35	student_12492451
34	student_1778573
76	student_7465520
25	student_3231480
17	student_4395847
44	student_6285745
31	student_9846974
69	student_9251263
73	student_10147714
50	student_10946376
98	student_9606106
82	student_15256802
60	student_639036
60	student_5110511
75	student_2481366
29	student_8049031
91	student_836199
88	student_15011984
8	student_3105216
2	student_15942832
44	student_9816782
66	student_3849738
15	student_10366658
60	student_3001010
51	student_6583424
20	student_6195960
74	student_12956958
23	student_6379724
72	student_1151969
3	student_10764690
31	student_14375371
49	student_12675804
50	student_5477462
20	student_7601848
43	student_5677496
69	student_1737525
93	student_13371027
48	student_15019798
11	student_6227363
29	student_6339221
56	student_2328970
24	student_4619113
18	student_10992540
14	student_7236154
56	student_2023419
64	student_5754344
45	student_8188964
94	student_3521052
70	student_1826971
67	student_14567110
85	student_4617446
18	student_11977021
8	student_13027050
39	student_4803037
27	student_11596566
66	student_111141
40	student_10411676
43	student_2825069
57	student_3116918
36	student_13708658
50	student_10297259
20	student_12249610
15	student_14845417
92	student_12615827
63	student_577793
60	student_12070813
80	student_8340154
26	student_14500510
92	student_9993158
58	student_11286409
99	student_5468021
41	student_15738175
53	student_10417490
23	student_9361398
70	student_15831401
6	student_14914520
28	student_13465015
25	student_11767859
45	student_15439808
63	student_6206129
61	student_12879092
3	student_12365373
6	student_13714243
10	student_9230412
70	student_13183162
32	student_3144036
73	student_6233526
71	student_13507298
20	student_3768549
58	student_5666837
91	student_2721493
66	student_12366836
82	student_15391874
95	student_116411
71	student_14632177
97	student_2603009
75	student_9100671
38	student_12575176
63	student_4566834
95	student_12171358
23	student_13145339
2	student_8705240
75	student_8178546
78	student_6918443
40	student_8740403
19	student_4330748
36	student_5290426
38	student_7236969
54	student_1980942
78	student_8697885
49	student_14067556
39	student_5234481
57	student_10636622
71	student_9963391
79	student_10586070
96	student_13505032
78	student_2057052
41	student_3626861
97	student_7705822
55	student_238935
76	student_12582839
47	student_14388732
8	student_12306616
47	student_9085182
90	student_13799424
69	student_13729520
72	student_13091744
56	student_13705744
74	student_8871085
63	student_11128516
17	student_13942557
33	student_14674337
35	student_13382224
27	student_6392526
58	student_354516
67	student_1343428
12	student_7110028
32	student_1790087
23	student_13883149
86	student_15773849
99	student_15513500
16	student_15798768
47	student_262349
47	student_12414346
29	student_2169223
39	student_14545177
84	student_13515672
50	student_5580958
64	student_12692459
66	student_10169540
99	student_11317450
81	student_919535
19	student_12029293
79	student_10697774
64	student_10469530
81	student_7155518
87	student_14515651
10	student_13309942
70	student_11639987
28	student_1530285
15	student_6634343
98	student_13061662
93	student_304246
45	student_6597013
42	student_10612193
22	student_6628151
41	student_6135000
48	student_15415413
53	student_8952503
3	student_7374499
0	student_4395485
26	student_11737363
92	student_6267643
99	student_1600506
60	student_708536
50	student_145831
98	student_4974457
83	student_5896087
74	student_11002247
78	student_1478714
88	student_1705348
78	student_7355443
58	student_15049654
17	student_6675221
70	student_5781092
15	student_2959287
92	student_13437943
25	student_714589
94	student_13262694
58	student_6245656
5	student_15716580
33	student_13048773
79	student_4640904
62	student_4485475
51	student_5257018
85	student_8533347
54	student_1874888
46	student_4465120
80	student_2401979
58	student_6929580
28	student_15634192
19	student_14499163
77	student_1596583
58	student_13806723
39	student_93896
58	student_2914951
28	student_3808735
32	student_4665716
63	student_4356865
83	student_5406084
84	student_5267103
17	student_10124039
50	student_2488641
58	student_2424456
96	student_6104542
44	student_4992311
33	student_654583
18	student_1380258
74	student_13068876
12	student_10834953
33	student_1405061
96	student_4747170
29	student_6702832
84	student_14534466
21	student_6580461
61	student_4075548
64	student_848228
14	student_12572729
29	student_14890530
96	student_10892436
23	student_11414455
89	student_3425236
69	student_669173
67	student_1879228
20	student_14090214
50	student_15987350
85	student_3469216
62	student_6447074
66	student_10572543
54	student_7463133
17	student_14318074
12	student_13746029
90	student_8111579
43	student_5516593
38	student_8481344
73	student_2913934
63	student_10808701
1	student_394944
91	student_15296900
76	student_12590332
9	student_10633492
4	student_13426158
49	student_6945468
65	student_3040992
89	student_12764051
44	student_2862353
45	student_7698290
86	student_1109976
55	student_15526641
56	student_15291203
53	student_9515276
32	student_13874975
13	student_3029769
84	student_3077976
63	student_3804352
13	student_13190866
5	student_13146647
13	student_1631480
47	student_4654110
43	student_10877014
16	student_10780884
31	student_9124302
75	student_13627457
8	student_14318558
24	student_11123767
68	student_13333733
48	student_5662107
1	student_1887505
44	student_4455121
20	student_8858140
76	student_2331236
29	student_1689297
78	student_2711500
86	student_6361016
51	student_14891432
92	student_4359199
70	student_9129353
21	student_15204383
73	student_646386
42	student_7443490
20	student_12677596
59	student_1855916
12	student_4452001
26	student_15397710
79	student_763373
95	student_15038118
91	student_9305805
