1600431	2.3
1600432	3.0
1600433	3.1
1600434	2.5
1600435	2.2
1600436	4.9
1600437	4.7
1600438	4.9
1600439	3.7
1600440	2.3
1600441	3.8
1600442	4.7
1600443	2.1
1600444	4.9
1600445	3.1
1600446	2.2
1600447	3.6
1600448	4.4
1600449	3.4
1600450	3.7
1600451	2.2
1600452	3.8
1600453	3.7
1600454	2.9
1600455	4.3
1600456	3.3
1600457	3.9
1600458	2.1
1600459	3.2
1600460	3.3
1600461	4.8
1600462	3.4
1600463	4.0
1600464	3.6
1600465	4.8
1600466	2.5
1600467	3.4
1600468	4.5
1600469	4.3
1600470	2.5
1600471	4.2
1600472	2.8
1600473	4.6
1600474	4.1
1600475	2.1
1600476	2.8
1600477	2.7
1600478	2.2
1600479	3.9
1600480	2.1
1600481	3.4
1600482	4.4
1600483	2.6
1600484	2.7
1600485	2.8
1600486	4.6
1600487	3.4
1600488	2.3
1600489	3.7
1600490	2.8
1600491	2.9
1600492	4.4
1600493	3.3
1600494	4.7
1600495	2.4
1600496	3.0
1600497	2.8
1600498	4.1
1600499	2.3
1600500	4.0
1600501	3.0
1600502	3.5
1600503	3.7
1600504	3.2
1600505	3.8
1600506	3.3
1600507	4.9
1600508	3.7
1600509	3.1
1600510	4.6
1600511	3.0
1600512	4.4
1600513	2.1
1600514	3.0
1600515	2.3
1600516	3.4
1600517	2.6
1600518	2.3
1600519	3.8
1600520	3.2
1600521	4.2
1600522	4.3
1600523	2.9
1600524	4.4
1600525	4.0
1600526	2.2
1600527	4.8
1600528	3.2
1600529	3.2
1600530	2.4
1600531	2.0
1600532	2.1
1600533	3.4
1600534	3.2
1600535	3.1
1600536	2.0
1600537	3.7
1600538	3.0
1600539	2.8
1600540	3.1
1600541	2.3
1600542	2.6
1600543	4.9
1600544	3.8
1600545	2.3
1600546	3.6
1600547	3.6
1600548	3.7
1600549	4.4
1600550	3.6
1600551	4.3
1600552	4.6
1600553	3.1
1600554	2.9
1600555	2.9
1600556	3.2
1600557	4.2
1600558	2.0
1600559	2.7
1600560	3.1
1600561	3.9
1600562	3.1
1600563	4.1
1600564	4.8
1600565	4.0
1600566	2.5
1600567	3.7
1600568	3.5
1600569	4.4
1600570	2.7
1600571	3.3
1600572	3.8
1600573	3.0
1600574	4.7
1600575	2.5
1600576	4.0
1600577	3.5
1600578	2.1
1600579	2.4
1600580	4.5
1600581	4.5
1600582	3.6
1600583	2.1
1600584	4.2
1600585	2.2
1600586	3.4
1600587	4.3
1600588	3.9
1600589	4.6
1600590	3.6
1600591	3.4
1600592	4.1
1600593	2.4
1600594	2.7
1600595	2.7
1600596	2.7
1600597	4.2
1600598	3.3
1600599	2.8
1600600	2.2
1600601	4.8
1600602	2.4
1600603	4.1
1600604	2.9
1600605	4.6
1600606	4.6
1600607	3.2
1600608	2.1
1600609	2.7
1600610	4.2
1600611	3.6
1600612	2.0
1600613	2.2
1600614	4.7
1600615	3.9
1600616	2.0
1600617	2.6
1600618	2.0
1600619	4.0
1600620	2.2
1600621	3.5
1600622	4.1
1600623	4.5
1600624	2.9
1600625	4.8
1600626	2.8
1600627	4.2
1600628	2.1
1600629	3.0
1600630	4.3
1600631	3.7
1600632	3.8
1600633	2.6
1600634	3.6
1600635	4.9
1600636	2.0
1600637	2.0
1600638	4.2
1600639	2.7
1600640	3.0
1600641	3.8
1600642	4.6
1600643	4.7
1600644	2.9
1600645	3.4
1600646	3.9
1600647	3.4
1600648	3.5
1600649	4.1
1600650	2.0
1600651	4.9
1600652	2.4
1600653	4.2
1600654	4.8
1600655	2.0
1600656	4.5
1600657	2.8
1600658	4.7
1600659	2.1
1600660	4.9
1600661	4.9
1600662	4.0
1600663	2.9
1600664	3.8
1600665	3.5
1600666	3.1
1600667	2.4
1600668	4.2
1600669	3.6
1600670	2.3
1600671	3.4
1600672	3.8
1600673	3.5
1600674	3.0
1600675	4.6
1600676	2.3
1600677	3.0
1600678	3.1
1600679	3.3
1600680	2.2
1600681	4.4
1600682	3.2
1600683	2.7
1600684	2.3
1600685	2.6
1600686	4.1
1600687	4.4
1600688	2.1
1600689	2.8
1600690	4.0
1600691	4.8
1600692	2.0
1600693	2.7
1600694	2.5
1600695	2.4
1600696	3.9
1600697	3.2
1600698	3.0
1600699	2.5
1600700	2.3
1600701	4.4
1600702	4.2
1600703	3.8
1600704	3.4
1600705	3.7
1600706	3.8
1600707	2.7
1600708	3.7
1600709	4.1
1600710	3.1
1600711	4.6
1600712	3.4
1600713	3.3
1600714	4.4
1600715	2.6
1600716	3.1
1600717	3.1
1600718	2.0
1600719	2.0
1600720	4.4
1600721	3.4
1600722	3.2
1600723	4.0
1600724	2.1
1600725	4.5
1600726	2.1
1600727	3.4
1600728	4.8
1600729	4.2
1600730	4.2
1600731	2.2
1600732	2.6
1600733	4.9
1600734	3.5
1600735	2.5
1600736	3.1
1600737	2.4
1600738	4.4
1600739	2.8
1600740	3.0
1600741	2.2
1600742	3.0
1600743	3.6
1600744	4.5
1600745	4.9
1600746	2.3
1600747	3.9
1600748	2.7
1600749	4.7
1600750	2.8
1600751	2.9
1600752	3.6
1600753	4.9
1600754	2.1
1600755	3.9
1600756	3.7
1600757	4.9
1600758	4.7
1600759	3.6
1600760	4.5
1600761	4.4
1600762	3.4
1600763	2.1
1600764	2.1
1600765	3.9
1600766	3.1
1600767	4.6
1600768	3.3
1600769	3.2
1600770	4.9
1600771	2.4
1600772	4.7
1600773	4.8
1600774	4.8
1600775	4.7
1600776	2.6
1600777	4.4
1600778	4.4
1600779	4.6
1600780	4.6
1600781	3.7
1600782	3.3
1600783	4.0
1600784	3.5
1600785	3.3
1600786	4.4
1600787	4.0
1600788	2.4
1600789	3.6
1600790	4.8
1600791	2.8
1600792	3.6
1600793	2.1
1600794	3.6
1600795	2.1
1600796	2.9
1600797	2.6
1600798	3.9
1600799	3.9
1600800	4.2
1600801	4.6
1600802	3.6
1600803	3.2
1600804	3.6
1600805	3.2
1600806	3.6
1600807	4.6
1600808	4.7
1600809	4.1
1600810	3.2
1600811	4.8
1600812	3.1
1600813	3.6
1600814	4.3
1600815	2.4
1600816	4.4
1600817	2.0
1600818	4.1
1600819	4.1
1600820	4.7
1600821	3.3
1600822	2.1
1600823	4.0
1600824	4.2
1600825	2.4
1600826	4.9
1600827	2.4
1600828	4.5
1600829	3.1
1600830	3.6
1600831	3.3
1600832	3.9
1600833	3.0
1600834	3.2
1600835	3.3
1600836	4.4
1600837	3.9
1600838	4.6
1600839	3.4
1600840	2.9
1600841	2.4
1600842	3.4
1600843	2.4
1600844	2.1
1600845	2.5
1600846	2.5
1600847	2.0
1600848	2.3
1600849	3.5
1600850	2.5
1600851	2.8
1600852	4.0
1600853	2.5
1600854	2.7
1600855	4.9
1600856	4.1
1600857	2.0
1600858	4.1
1600859	4.4
1600860	2.0
1600861	2.2
1600862	2.0
1600863	4.2
1600864	3.2
1600865	3.2
1600866	3.2
1600867	3.0
1600868	4.3
1600869	4.8
1600870	4.1
1600871	2.6
1600872	2.7
1600873	3.8
1600874	3.3
1600875	2.3
1600876	4.9
1600877	4.6
1600878	2.2
1600879	3.5
1600880	2.1
1600881	2.7
1600882	4.0
1600883	4.6
1600884	2.8
1600885	2.2
1600886	3.7
1600887	4.0
1600888	2.3
1600889	2.6
1600890	2.5
1600891	2.0
1600892	3.2
1600893	4.0
1600894	4.5
1600895	3.7
1600896	2.9
1600897	2.7
1600898	4.9
1600899	2.8
1600900	3.8
1600901	3.5
1600902	4.9
1600903	4.4
1600904	2.0
1600905	4.3
1600906	4.8
1600907	2.3
1600908	4.2
1600909	3.3
1600910	2.3
1600911	4.1
1600912	4.4
1600913	4.9
1600914	3.1
1600915	2.1
1600916	2.6
1600917	3.5
1600918	2.2
1600919	3.8
1600920	2.1
1600921	2.7
1600922	3.2
1600923	3.7
1600924	4.8
1600925	2.1
1600926	2.2
1600927	4.4
1600928	2.9
1600929	4.2
1600930	2.7
1600931	2.0
1600932	4.6
1600933	3.2
1600934	3.3
1600935	4.5
1600936	3.4
1600937	3.2
1600938	2.0
1600939	2.5
1600940	2.9
1600941	3.3
1600942	4.9
1600943	4.2
1600944	4.7
1600945	4.1
1600946	3.0
1600947	4.9
1600948	2.1
1600949	3.2
1600950	3.7
1600951	3.4
1600952	3.4
1600953	2.4
1600954	4.1
1600955	3.2
1600956	2.4
1600957	3.4
1600958	3.9
1600959	4.4
1600960	2.1
1600961	3.6
1600962	4.6
1600963	4.9
1600964	4.4
1600965	4.8
1600966	3.1
1600967	3.1
1600968	4.0
1600969	2.1
1600970	4.1
1600971	2.5
1600972	4.1
1600973	3.7
1600974	4.1
1600975	2.1
1600976	4.2
1600977	4.7
1600978	3.6
1600979	3.5
1600980	3.8
1600981	2.2
1600982	4.3
1600983	2.3
1600984	3.1
1600985	2.6
1600986	2.2
1600987	2.2
1600988	2.5
1600989	4.2
1600990	4.6
1600991	2.0
1600992	4.2
1600993	2.9
1600994	4.7
1600995	2.0
1600996	3.0
1600997	2.0
1600998	3.6
1600999	2.3
1601000	4.6
1601001	4.9
1601002	2.7
1601003	3.8
1601004	2.5
1601005	4.0
1601006	4.1
1601007	2.1
1601008	4.7
1601009	3.2
1601010	2.0
1601011	2.9
1601012	3.2
1601013	3.9
1601014	4.9
1601015	2.9
1601016	4.7
1601017	4.6
1601018	4.0
1601019	3.6
1601020	2.5
1601021	2.8
1601022	3.6
1601023	4.9
1601024	3.1
1601025	3.9
1601026	2.3
1601027	4.0
1601028	2.6
1601029	2.1
1601030	2.6
1601031	4.6
1601032	3.1
1601033	4.4
1601034	2.3
1601035	2.1
1601036	3.0
1601037	2.1
1601038	4.4
1601039	2.7
1601040	4.5
1601041	4.8
1601042	2.9
1601043	3.0
1601044	3.7
1601045	3.2
1601046	4.0
1601047	2.8
1601048	2.9
1601049	3.9
1601050	2.3
1601051	4.3
1601052	3.1
1601053	3.6
1601054	2.0
1601055	4.7
1601056	3.7
1601057	2.7
1601058	4.7
1601059	2.2
1601060	4.5
1601061	4.5
1601062	2.6
1601063	4.9
1601064	4.3
1601065	2.3
1601066	3.3
1601067	2.1
1601068	4.7
1601069	3.1
1601070	2.8
1601071	4.2
1601072	3.8
1601073	4.9
1601074	4.9
1601075	4.8
1601076	3.7
1601077	4.5
1601078	3.7
1601079	3.1
1601080	2.8
1601081	4.8
1601082	2.6
1601083	2.6
1601084	4.5
1601085	2.5
1601086	3.3
1601087	2.3
1601088	2.1
1601089	3.3
1601090	3.6
1601091	2.1
1601092	4.5
1601093	3.4
1601094	2.6
1601095	3.0
1601096	2.4
1601097	3.2
1601098	3.1
1601099	3.0
1601100	2.7
1601101	4.9
1601102	3.0
1601103	2.1
1601104	4.2
1601105	4.4
1601106	3.5
1601107	3.4
1601108	2.1
1601109	3.5
1601110	4.5
1601111	4.6
1601112	2.7
1601113	4.0
1601114	3.8
1601115	4.5
1601116	4.2
1601117	4.3
1601118	4.9
1601119	4.9
1601120	2.6
1601121	2.5
1601122	2.7
1601123	2.2
1601124	2.4
1601125	4.3
1601126	3.7
1601127	3.9
1601128	2.3
1601129	3.2
1601130	4.8
1601131	4.7
1601132	3.9
1601133	2.4
1601134	3.7
1601135	2.9
1601136	2.2
1601137	2.6
1601138	2.7
1601139	2.2
1601140	2.5
1601141	3.1
1601142	3.5
1601143	4.9
1601144	2.5
1601145	2.6
1601146	4.2
1601147	2.2
1601148	2.0
1601149	2.3
1601150	2.1
1601151	3.0
1601152	2.5
1601153	4.2
1601154	3.1
1601155	4.2
1601156	2.1
1601157	3.5
1601158	4.5
1601159	4.3
1601160	4.4
1601161	3.5
1601162	2.5
1601163	4.2
1601164	2.4
1601165	3.5
1601166	3.6
1601167	2.5
1601168	3.6
1601169	3.4
1601170	2.6
1601171	4.3
1601172	2.3
1601173	3.8
1601174	3.0
1601175	3.5
1601176	2.9
1601177	3.3
1601178	4.8
1601179	2.0
1601180	4.0
1601181	4.6
1601182	3.1
1601183	3.2
1601184	4.5
1601185	4.3
1601186	3.1
1601187	3.6
1601188	3.9
1601189	3.5
1601190	4.1
1601191	2.8
1601192	3.1
1601193	2.6
1601194	2.1
1601195	4.4
1601196	4.3
1601197	3.9
1601198	4.2
1601199	4.4
1601200	2.9
1601201	2.8
1601202	3.4
1601203	3.3
1601204	2.0
1601205	2.4
1601206	2.1
1601207	3.3
1601208	4.9
1601209	2.2
1601210	4.1
1601211	3.1
1601212	3.4
1601213	2.7
1601214	4.8
1601215	3.8
1601216	4.5
1601217	3.9
1601218	3.2
1601219	3.3
1601220	3.1
1601221	4.0
1601222	2.5
1601223	2.4
1601224	4.1
1601225	4.1
1601226	4.7
1601227	4.2
1601228	2.5
1601229	2.8
1601230	2.6
1601231	3.9
1601232	2.5
1601233	2.6
1601234	4.4
1601235	3.7
1601236	4.7
1601237	2.2
1601238	3.3
1601239	4.2
1601240	4.9
1601241	2.6
1601242	4.1
1601243	4.1
1601244	2.3
1601245	2.2
1601246	4.3
1601247	3.0
1601248	3.4
1601249	4.6
1601250	2.7
1601251	2.4
1601252	3.7
1601253	2.7
1601254	4.4
1601255	3.8
1601256	4.2
1601257	4.7
1601258	2.4
1601259	4.3
1601260	4.3
1601261	2.6
1601262	2.8
1601263	4.9
1601264	3.1
1601265	3.1
1601266	2.6
1601267	4.0
1601268	3.7
1601269	4.0
1601270	2.9
1601271	2.3
1601272	2.4
1601273	3.6
1601274	4.3
1601275	2.9
1601276	3.5
1601277	4.0
1601278	3.9
1601279	3.9
1601280	2.9
1601281	2.6
1601282	3.5
1601283	4.6
1601284	4.6
1601285	4.5
1601286	2.8
1601287	4.5
1601288	4.7
1601289	3.2
1601290	2.1
1601291	4.1
1601292	4.8
1601293	3.4
1601294	3.4
1601295	3.3
1601296	3.4
1601297	2.1
1601298	2.7
1601299	3.3
1601300	3.9
1601301	4.3
1601302	3.2
1601303	2.1
1601304	4.6
1601305	2.7
1601306	2.4
1601307	4.4
1601308	3.7
1601309	3.5
1601310	3.0
1601311	3.7
1601312	2.5
1601313	3.6
1601314	3.5
1601315	4.8
1601316	2.6
1601317	2.9
1601318	4.4
1601319	4.2
1601320	4.4
1601321	3.7
1601322	3.5
1601323	3.9
1601324	3.9
1601325	4.8
1601326	4.3
1601327	4.6
1601328	2.9
1601329	4.4
1601330	3.2
1601331	3.0
1601332	3.8
1601333	3.9
1601334	4.3
1601335	3.2
1601336	3.7
1601337	4.8
1601338	4.9
1601339	2.3
1601340	2.3
1601341	4.2
1601342	2.3
1601343	2.9
1601344	3.6
1601345	2.0
1601346	4.0
1601347	3.5
1601348	3.2
1601349	4.0
1601350	4.5
1601351	4.3
1601352	4.0
1601353	3.6
1601354	2.0
1601355	3.1
1601356	3.1
1601357	4.0
1601358	4.3
1601359	2.9
1601360	3.6
1601361	3.9
1601362	3.2
1601363	4.2
1601364	2.4
1601365	2.2
1601366	2.7
1601367	3.6
1601368	3.8
1601369	4.2
1601370	3.8
1601371	4.9
1601372	2.0
1601373	4.7
1601374	2.2
1601375	3.9
1601376	4.4
1601377	2.2
1601378	4.3
1601379	4.7
1601380	2.1
1601381	3.5
1601382	2.0
1601383	3.5
1601384	3.2
1601385	2.4
1601386	3.6
1601387	4.0
1601388	3.1
1601389	2.1
1601390	4.0
1601391	4.3
1601392	2.8
1601393	4.3
1601394	3.5
1601395	2.9
1601396	2.8
1601397	3.7
1601398	4.3
1601399	4.0
1601400	4.2
1601401	2.4
1601402	2.8
1601403	2.3
1601404	3.6
1601405	3.8
1601406	4.2
1601407	4.8
1601408	4.4
1601409	3.5
1601410	4.9
1601411	2.2
1601412	4.4
1601413	3.9
1601414	3.3
1601415	2.2
1601416	2.5
1601417	2.7
1601418	4.0
1601419	2.7
1601420	3.2
1601421	3.0
1601422	4.9
1601423	4.3
1601424	3.5
1601425	2.3
1601426	2.4
1601427	2.2
1601428	3.2
1601429	4.0
1601430	4.0
1601431	2.8
1601432	2.2
1601433	2.3
1601434	2.3
1601435	3.7
1601436	3.2
1601437	2.6
1601438	2.6
1601439	3.4
1601440	4.3
1601441	2.2
1601442	3.1
1601443	2.3
1601444	4.2
1601445	2.1
1601446	4.5
1601447	4.3
1601448	3.1
1601449	4.0
1601450	2.8
1601451	2.1
1601452	3.7
1601453	4.4
1601454	2.5
1601455	3.4
1601456	2.4
1601457	3.1
1601458	3.3
1601459	4.3
1601460	3.9
1601461	4.5
1601462	3.6
1601463	3.2
1601464	3.1
1601465	3.8
1601466	3.2
1601467	2.9
1601468	2.0
1601469	3.7
1601470	3.7
1601471	3.6
1601472	2.6
1601473	3.4
1601474	2.1
1601475	2.3
1601476	2.4
1601477	3.5
1601478	2.6
1601479	3.1
1601480	3.3
1601481	4.1
1601482	4.2
1601483	4.8
1601484	4.5
1601485	3.2
1601486	4.7
1601487	4.5
1601488	4.7
1601489	4.7
1601490	3.7
1601491	3.3
1601492	3.2
1601493	3.7
1601494	3.3
1601495	3.9
1601496	3.0
1601497	4.8
1601498	2.2
1601499	2.8
1601500	4.5
1601501	2.7
1601502	2.3
1601503	3.4
1601504	2.3
1601505	4.3
1601506	3.9
1601507	4.3
1601508	4.6
1601509	2.3
1601510	3.7
1601511	3.7
1601512	4.7
1601513	2.5
1601514	2.1
1601515	2.7
1601516	3.7
1601517	3.9
1601518	2.4
1601519	2.7
1601520	2.9
1601521	4.2
1601522	3.4
1601523	3.6
1601524	2.0
1601525	4.4
1601526	4.4
1601527	3.0
1601528	2.6
1601529	3.2
1601530	2.6
1601531	4.2
1601532	2.5
1601533	2.5
1601534	2.2
1601535	4.5
1601536	2.6
1601537	4.0
1601538	2.6
1601539	4.7
1601540	2.7
1601541	3.2
1601542	4.2
1601543	3.9
1601544	4.2
1601545	4.6
1601546	4.6
1601547	2.0
1601548	4.6
1601549	3.6
1601550	4.3
1601551	3.5
1601552	3.2
1601553	3.4
1601554	3.1
1601555	2.3
1601556	4.6
1601557	3.5
1601558	3.4
1601559	2.0
1601560	4.0
1601561	4.3
1601562	3.6
1601563	4.7
1601564	2.9
1601565	3.9
1601566	3.3
1601567	4.9
1601568	2.0
1601569	2.5
1601570	4.5
1601571	3.7
1601572	2.5
1601573	2.7
1601574	4.0
1601575	3.2
1601576	3.5
1601577	4.9
1601578	2.4
1601579	4.0
1601580	4.3
1601581	2.8
1601582	3.0
1601583	4.0
1601584	2.3
1601585	2.9
1601586	3.8
1601587	3.4
1601588	2.3
1601589	3.4
1601590	2.0
1601591	2.0
1601592	2.1
1601593	4.6
1601594	4.1
1601595	4.8
1601596	4.9
1601597	3.4
1601598	2.2
1601599	3.2
1601600	4.8
1601601	3.5
1601602	2.1
1601603	3.4
1601604	4.3
1601605	4.9
1601606	2.1
1601607	3.6
1601608	4.3
1601609	2.6
1601610	2.0
1601611	4.8
1601612	3.9
1601613	3.8
1601614	4.5
1601615	2.1
1601616	4.3
1601617	2.4
1601618	4.2
1601619	3.4
1601620	3.1
1601621	2.6
1601622	4.9
1601623	4.7
1601624	4.0
1601625	3.0
1601626	4.1
1601627	3.0
1601628	3.8
1601629	2.4
1601630	4.5
1601631	3.5
1601632	3.7
1601633	4.9
1601634	4.1
1601635	4.3
1601636	2.6
1601637	3.4
1601638	2.0
1601639	2.2
1601640	3.8
1601641	4.4
1601642	3.3
1601643	3.3
1601644	2.3
1601645	4.3
1601646	2.5
1601647	2.7
1601648	2.5
1601649	3.4
1601650	3.3
1601651	3.5
1601652	2.4
1601653	3.4
1601654	4.8
1601655	2.7
1601656	3.1
1601657	2.6
1601658	4.1
1601659	4.0
1601660	3.6
1601661	3.0
1601662	3.5
1601663	4.2
1601664	4.2
1601665	4.8
1601666	3.4
1601667	3.9
1601668	4.5
1601669	3.2
1601670	3.7
1601671	2.7
1601672	3.7
1601673	3.9
1601674	4.4
1601675	2.5
1601676	2.6
1601677	4.1
1601678	4.0
1601679	4.9
1601680	3.7
1601681	3.4
1601682	2.4
1601683	3.4
1601684	2.7
1601685	2.3
1601686	3.8
1601687	3.4
1601688	2.4
1601689	2.3
1601690	4.8
1601691	4.7
1601692	4.6
1601693	4.7
1601694	2.9
1601695	4.9
1601696	2.6
1601697	3.3
1601698	4.0
1601699	2.1
1601700	2.4
1601701	4.4
1601702	3.1
1601703	4.2
1601704	4.4
1601705	4.4
1601706	4.2
1601707	3.9
1601708	2.9
1601709	3.6
1601710	4.4
1601711	4.4
1601712	2.8
1601713	4.3
1601714	3.5
1601715	3.4
1601716	2.0
1601717	3.9
1601718	3.4
1601719	3.7
1601720	3.0
1601721	3.2
1601722	2.3
1601723	3.8
1601724	4.2
1601725	4.8
1601726	3.4
1601727	2.5
1601728	3.8
1601729	4.7
1601730	2.9
1601731	2.8
1601732	4.3
1601733	4.1
1601734	4.6
1601735	3.5
1601736	3.2
1601737	2.5
1601738	4.1
1601739	3.5
1601740	4.3
1601741	2.3
1601742	2.8
1601743	2.1
1601744	3.2
1601745	3.6
1601746	3.7
1601747	2.6
1601748	2.5
1601749	2.9
